01. 01. 2010		  10e1c0 19857.21884219925
01/01/2010	    	 4f7316 1.8083e+04
2010-12-16    	  321d05  5.6674e+02
12/16/2010  	 	94164e 	1.5507e+04
2010-12-16 	  	155123   1907.230985022768
16.12.2010	 		 88e7d5   9.9187e+02
12/16/2010     	 13583f 	1.9542e+04
12/16/2010    03a206    1.6245e+04
2010-12-16 :   	62f86f   1.2821e+04
16.12.2010  62343a		  891.6494895305741
2010-12-16 	  	 	8613e8 8.2081e+02
12/16/2010   	 	4e8b32    1.9897e+04
2010-12-16  	  12d097 1.8331e+04
16.12.2010  	2c66a7 	 	1.4357e+04
12/16/2010	    54c08f  	1.5190e+04
2010-12-16  	  6df2de 	1.7862e+02
2010-12-16	     708c8b  1.1278e+03
2010-12-17 	 :  27e564 2.5590e+02
2010-12-17     	738c7e 		1203.0003465088814
2010-12-17  			 	 17fdbb 1.0033e+04
2010-12-17 	 	5f89d4   1.5707e+04
2010-12-17    25fa31    790.5977948729115
17.12.2010 	   289155 1.0804e+04
2010-12-17		 4bc34c 	 1.0324e+03
2010-12-17       45bffa    1.6115e+04
12/17/2010    6e1198	1.5289e+04
12/18/2010 			 7d9840	  1.8573e+03
18.12.2010	   	871664 1.7789e+04
2010-12-18  	:  159ed3  14452.156942525111
2010-12-18			 : 	  11156d   17035.49963246147
12/18/2010   : 03cad3 99.63575324214364
18.12.2010   	 7fa533		 900.7284908148358
12/18/2010	     23ea47	 1.0079e+04
12/18/2010    19be70	 19904.322373296167
2010-12-18	:	  09a5cf 1.5352e+04
2010-12-18 	  507209   1.1027e+04
12/19/2010  57f2fd   2.0788e+02
19. 12. 2010 	  	 8d59ca   1.8363e+02
2010-12-19 		 0de974		 1.7169e+04
19. 12. 2010 		  	 4581e8   461.85664271076735
19.12.2010   59dc5c 		3.0370e+02
12/19/2010  	: 832da1  8.3210e+02
2010-12-19       970190   7.7145e+02
2010-12-19 :    0ee3b8	  	11695.84019508159
19. 12. 2010   41cdc3   1.9429e+04
2010-12-19   :    059aef 1.0694e+04
2010-12-19	   	3cad33    1.5623e+04
2010-12-19  242435 	 1.0483e+04
2010-12-20	 	 	122240 	  1.5741e+04
2010-12-20 	  4d7b85	 4.2864e+02
2010-12-20  	 	923d79    5.3479e+02
20.12.2010   		  5c5cef    1.7197e+04
12/20/2010			    903ddc  1.1717e+04
2010-12-20     4cdd6f 1.8533e+04
20.12.2010	   7eb1e9  1.1573e+04
21. 12. 2010  	5c36b2	 	 4.0600e+02
12/21/2010	  60d203	 	1.4328e+04
21.12.2010  	 	 	72c45c  8.9722e+02
12/21/2010  241382   1.3842e+04
21. 12. 2010    	6f674d	  	427.4620911987855
12/21/2010   	35a966   5.5456e+02
2010-12-21  3f9bb8  1.0479e+03
2010-12-21		  3afdd3	  245.50581082892427
2010-12-21	  430775   421.6047808367359
2010-12-21      4e9c2a   1.1272e+04
22. 12. 2010   		   28505f  1.4202e+04
22.12.2010       7eccc1   1.9689e+04
2010-12-22   0c0b93 9.3896e+02
2010-12-22     90500a	   1.5574e+02
2010-12-22   0a7cd9   2.4766e+02
22.12.2010   060dee   1.8240e+04
2010-12-22   149eda   1.1002e+03
2010-12-22	    8dbcba 1.8938e+04
12/22/2010	     4680e3		  1.0045e+04
2010-12-22 			 2035ef 	 3.2224e+02
22. 12. 2010    		3a7894   6.5778e+02
2010-12-22    80167a 1.0729e+04
2010-12-22    	   984266 		 9.4071e+02
2010-12-22	    007d4b    1.5527e+04
23. 12. 2010  	  			5f65b2   	7.3477e+02
2010-12-23   67291b    1.6201e+03
2010-12-23     4de40e 1.0245e+04
23.12.2010       	230745 		 1.2598e+04
2010-12-23  	  1f6242 1.7897e+04
2010-12-23     	 2fa4e4    681.9909966877142
2010-12-23 	   	882b1a    1.3179e+04
2010-12-23    93101d	2.0526e+02
2010-12-23    25d173	  1.0300e+03
24.12.2010  854f20	 1.1595e+03
2010-12-24   	40b52d 735.094497331201
24.12.2010	    	3ae158   	7.2030e+02
2010-12-24			 01a959  16159.216129481865
2010-12-24 			: 8fa28b 1.8569e+04
2010-12-24     	 1d369d	1.6582e+04
2010-12-24  	 7e5cd0 1.8804e+04
12/24/2010 	  	   548f5b		1.0533e+04
24.12.2010 	03e559 4.8646e+02
12/24/2010    	 8f8690  1.8791e+04
12/24/2010	    52d51f 770.711507265528
2010-12-24	    9675c9 3.2767e+02
2010-12-24     30c537 1.6147e+04
24.12.2010    	  2fba90   1.0110e+01
2010-12-24     78826e 1.0056e+01
12/25/2010    21f92b  1.5311e+04
2010-12-25   	0bd986 5.1834e+02
2010-12-25   	 355ec1 	 17928.84326568381
2010-12-25	 	92d4a6  		1.4182e+04
12/25/2010     5fdbd1   4.3827e+02
12/25/2010     282f7d 1.5230e+04
2010-12-25    151270 	11332.728483441217
12/25/2010     223b6a   1.8612e+04
2010-12-25     4660c1  1.3833e+04
12/25/2010	   3467ca 1.1474e+02
25. 12. 2010  	  09bad3	6.1798e+02
26.12.2010	  6f9a2d 8.4214e+01
2010-12-26  	 46b451	10082.311191615125
12/26/2010  	606631   1.2558e+04
26. 12. 2010			    6569a1  14544.369733984093
2010-12-26  	 	  	500ada 13487.019734687208
12/26/2010		 490a7e 17545.334429167568
26.12.2010  	229e5b		1.4563e+04
26. 12. 2010      3516bc 1.4248e+04
26. 12. 2010   	   960279 1.6003e+04
2010-12-26 	  	75dde7   11564.405387148656
2010-12-26 	   8e7981   1.4163e+04
2010-12-26	  : 	 	839cfd 620.4795882793666
2010-12-27		 338949	   1.3638e+03
2010-12-27	: 04ccd0 8.4682e+02
2010-12-27   	92b3fd    8.2852e+02
2010-12-27	      1dbdf5  1.1523e+04
12/27/2010 	 	5b578e 1.2231e+04
27. 12. 2010	   		 92464b 	  1.6684e+03
12/27/2010 	  681e3f   	1.6703e+04
2010-12-27   517d06 	 755.0867202127902
27.12.2010    1a3707 	 1.0254e+04
27. 12. 2010	  	 645d11   3.1338e+02
2010-12-27  	 5d22dc   1.0171e+03
27. 12. 2010       4d3b13 	1.1563e+02
2010-12-27    	198ab2   	1.3946e+04
27. 12. 2010  	0f3fc7   	1.1333e+04
2010-12-28    		 8c4738 655.2539804126808
2010-12-28     01b52e 		14031.69951675805
28.12.2010	 00bc28 3.1371e+02
2010-12-28  	  	  92bbf9 	 3.9444e+02
12/28/2010	     846edd	 	1.1496e+04
2010-12-28	 57814b  	 14071.19648766018
28. 12. 2010   	 89401f  1.5572e+04
2010-12-28	  4a49a0  1.6004e+04
2010-12-29   	  1ae62e    1.3913e+04
29.12.2010    95bfef 11038.806555210467
2010-12-29      8fd2da	   2.1181e+02
29. 12. 2010     15ad2c	702.3403822400269
12/29/2010 	 	 551eb8	 241.71652577437456
2010-12-29    92f11d	   1.6157e+04
29. 12. 2010 	 		5fc97f 	 	7.0630e+02
2010-12-29      7ed557  	1.3865e+04
2010-12-29     	33d835   1.8116e+04
12/30/2010     135ddc	17445.53589141096
30.12.2010  	    289cbf   450.6168952880584
12/30/2010 	 	   9230ae 	 1.1628e+03
2010-12-30	   7165ce	1.1053e+04
2010-12-30       097f3a 	  1.1142e+03
30.12.2010    153edd   2.3701e+02
12/30/2010   5930e9    9.2241e+02
30.12.2010	 	664ed3	 178.0402745740114
12/30/2010  	 	676ff3 	2.8365e+02
30.12.2010	 0085f1	 5.2890e+01
30.12.2010    91aaf3	 2.3511e+02
30. 12. 2010      329ca1	 1.0297e+03
2010-12-30 	 : 831a93 	1.4877e+04
30.12.2010   	1c00db  1.9169e+04
30. 12. 2010   	4dd5c1   1.8717e+03
30. 12. 2010  242700   639.9168432260385
30.12.2010       2f8714 575.150426218222
2010-12-30        625da9 1.7406e+04
12/31/2010        92bf48 	  1.0666e+04
31.12.2010	  3fb6dc   6.8196e+02
2010-12-31      85d8c3	  1.5027e+04
2010-12-31    	2c0c17   1.6323e+04
2010-12-31	    2bd28e 1.6733e+04
31.12.2010      	514569 624.6357909951377
31.12.2010	    3251e8 1.4961e+04
01.01.2011        01a937    5.3974e+02
2011-01-01 		 	 7514f6 	 8.9329e+02
01. 01. 2011  		27d9a5  10674.720449423316
01.01.2011		   2c7509	1.1743e+04
01.01.2011  	   4b251a	1.6768e+04
01.01.2011	 :   155900	 		10839.621638731916
2011-01-01		  3c4771 2.6438e+02
02. 01. 2011      29d00c   1.9623e+04
2011-01-02   01e339   1.6478e+04
2011-01-02      68320a	2.5584e+02
2011-01-02     	 6b468f  3.2722e+02
02.01.2011     3fdf57  15118.901133248477
2011-01-02  : 1c8a79  	1.3013e+04
2011-01-02   	 	 62e6b5 	1.2004e+04
02. 01. 2011    232281	   1.0128e+03
01/03/2011      	 3015d1	1.0481e+04
03.01.2011  963847	1.1834e+04
2011-01-03    4675d6 5.5506e+02
2011-01-03  	  0cbca6  1.0369e+04
2011-01-03 	   	50ba26 	 	1.7717e+04
2011-01-04   :	   621c20	17293.761719185404
2011-01-04	 	  698a04 6.3328e+02
2011-01-04 		 9357e9   3.0211e+02
04. 01. 2011 		  355111    1.9289e+04
2011-01-04       39e1de   1.0495e+04
04.01.2011  51d12c  536.1373818256154
01/04/2011   4a1e6c	   1.8642e+04
2011-01-04   57b8ba 617.6131268415534
01/04/2011		 	 7aadbb 	 	1.8132e+04
2011-01-04    	8d0fa1	 1.6284e+04
01/04/2011   3c6d60   1.3412e+04
2011-01-04       926e8a 5.2598e+02
01/04/2011  	 88deb8 1.1993e+03
2011-01-04  	:   4ae26d 	4.5928e+02
2011-01-04  	  0d3263    8.3267e+02
04. 01. 2011  2d7af5 6.0375e+02
01/04/2011	  3bea26  1.3590e+04
2011-01-04  	0199f4 1.3561e+04
01/05/2011 		  5ddd17  1.9386e+04
2011-01-05			8ec591  1.4443e+03
05.01.2011  		 80fc22		1.6599e+04
2011-01-05    	152234   	1.8205e+03
2011-01-05 	  2309a4   7.1905e+01
05. 01. 2011 	    274e19  		7.4380e+02
2011-01-05    8e38b2   1.7661e+04
2011-01-05	     804006   1.5992e+04
06. 01. 2011	    6279cd   1.2275e+04
01/06/2011    1152ca 1.6972e+04
2011-01-06 	  	   57ccc6	 	 1.0214e+03
06.01.2011 	  3ec337   18356.17498801017
01/06/2011   	 04f299  898.8242505824235
01/06/2011    	806bdf		 1.1507e+04
2011-01-06  	  5e7227  3.7782e+02
2011-01-06 	     33319d   1.2041e+03
06.01.2011	   	 31d5e6 	  1.7284e+04
06.01.2011   40dbef 1.1259e+04
2011-01-06 	 	  142672 19556.770046602003
01/06/2011       1b6e33   1.0345e+03
01/06/2011   	 5ce07a   	2.7041e+01
07. 01. 2011    	669586 6.7527e+02
07.01.2011    :   678b37  1.1435e+04
07. 01. 2011     	4b776c 1.1568e+03
01/07/2011  35c1d6    1.8494e+04
2011-01-07       	7904cb 1.0002e+03
2011-01-07 	    	83f442    4.4261e+02
07. 01. 2011   	1f40b5 	3.6445e+02
01/07/2011    3b0068 1.8268e+04
2011-01-07    4c4222   1.7304e+04
2011-01-07     1153f7   1.3268e+04
2011-01-08       1b08f8	 1.9644e+04
01/08/2011 	   13012b  835.2593514149551
2011-01-08    	1f160d  	1.2088e+04
2011-01-08 	  4a09a0	2.2460e+02
2011-01-08	     5dc9e9  435.58198363568096
2011-01-08	    1ce53d	659.9229707979746
2011-01-08	  	  6dde89  441.2432500130615
08. 01. 2011   		 6ec3db 		3.1579e+01
08.01.2011 	 		 94f3d5    1.6862e+04
2011-01-08       892858 1.0460e+04
2011-01-08  	  47bb07    8.6865e+01
2011-01-08   	61a3a0 4.0298e+02
01/08/2011      80ade2    6.6602e+02
09. 01. 2011	  		  6af004 1001.4069129691688
01/09/2011 	  980dd1   6.0306e+02
2011-01-09    		 1f785d 2.0872e+02
01/09/2011    21681f 16313.550461475894
2011-01-09		79f244  2.7959e+02
2011-01-09  		 	  582d8e	1.3261e+03
09. 01. 2011   589f18	  1.7907e+04
09.01.2011   6c873d	  3.4901e+02
2011-01-09   	20787d 	  8.6989e+02
2011-01-09 		 7b5c5a 1.2644e+04
2011-01-09	   0f001c 19819.15919397046
01/09/2011  	 0f7226   16040.060417577059
01/10/2011 		 12d097 2.5286e+02
2011-01-10	  	 965ef1  	1.1855e+04
2011-01-10     	 	434d79    1.7883e+04
01/10/2011    4e9297   1.8682e+04
10. 01. 2011   5942f6   8.9193e+02
10. 01. 2011	  	 167645   4.0583e+02
2011-01-10		  01313f 1.9318e+04
01/10/2011   		  0b61c9	 1.2810e+04
2011-01-10    41ec46  1.2095e+04
2011-01-10     0a7d46   1.3671e+04
10. 01. 2011	   965bad 	9.8464e+02
01/10/2011       242435 4.3597e+02
2011-01-10 		:  31cdc0  17309.430799948106
01/10/2011 	  37c61c  1.2130e+03
10. 01. 2011    	 871664 	1140.7867005902742
2011-01-10 	  30dbb7  	3.3740e+02
2011-01-10  524322 17384.000151783206
2011-01-11	   : 903ddc    8.3621e+02
11.01.2011   3ff68d	   1.1125e+04
2011-01-11	  0f7f54	1.2761e+04
11. 01. 2011 		  0f22b4 7.2697e+01
2011-01-11	:  69a4d7  	10392.883364308202
2011-01-11   	00c6a5  	 9.1498e+02
01/11/2011		     122240	   1.5422e+03
2011-01-11 	     0a54ee   1.0738e+03
2011-01-11    	06a73a 1558.214512914165
2011-01-11		 2f8d28 1.3799e+04
11.01.2011	   	  1a7c72    1.0152e+03
12. 01. 2011  	  3474b1   1.7019e+04
12. 01. 2011    	  786fa9 6.7232e+02
2011-01-12 			00a05e 1.6481e+02
2011-01-12	 :		 	608645	   1.7861e+04
12. 01. 2011      7f5359 			1.7604e+04
01/12/2011     	 	468c2f		 	14896.116784858614
2011-01-12    4e74d0 	2.7485e+02
2011-01-12      	6e6d8e	 	3.3491e+02
01/12/2011 			5ae812 	 1.7671e+04
2011-01-12       9540b1	 2.5268e+02
2011-01-12     5786d6   10339.230760247105
2011-01-12      18fd22 1.9103e+04
2011-01-12       988f12   	2.7776e+02
01/12/2011    6daa2e 1.8642e+04
2011-01-12    	   0de7b2 		 1.1638e+04
13. 01. 2011  	   4c11b1    1.8828e+04
13.01.2011  	  5eedeb  12430.23023568039
13. 01. 2011		   	  1267bf  4.6382e+01
01/13/2011  	 	0098f5   1.3104e+04
01/13/2011    		880a5a 9.9135e+02
13. 01. 2011	 			12bbbb	 15839.746071260899
01/13/2011      20285a   6.8508e+02
2011-01-13   	   6321de   1.2325e+04
2011-01-13  	1197db	  1.0471e+04
2011-01-13  			85ffe9    1.1370e+04
2011-01-14  	  859af6    1.7594e+04
2011-01-14     4f6dd6 	4.1071e+02
2011-01-14 	 	 	 73c1da  321.8370952363018
14. 01. 2011  	 	5eb619   1.1485e+04
14.01.2011    35a7d6  	1.3880e+03
2011-01-14  830d4f    7.1717e+02
2011-01-14      80eeb2   7.7468e+02
2011-01-14    87b013  1.0448e+04
14.01.2011    	 934402    1.4787e+04
2011-01-14	  	    7eccc1	7.0280e+02
2011-01-15 			 3ed854	19935.53278219484
15.01.2011       66cfe4 7.2968e+02
15. 01. 2011     		6c2eb4  	19940.0940807299
2011-01-15    : 5e513d 1.3999e+04
01/15/2011   	  34db5f  	15698.077288721188
2011-01-15	 	  91c864    1.7067e+04
15.01.2011 			21304e  	 19580.517851556808
2011-01-15		  8b662e 	 1.8926e+04
15. 01. 2011		      70eeb9  	 522.283610404665
15.01.2011   1c0cca 2.4293e+02
15. 01. 2011    88efd6   14913.650126293092
2011-01-16  : 58460d 1.6373e+04
2011-01-16  	    49f1b9 1.8761e+04
2011-01-16	     	240e15 4.6721e+02
16.01.2011    44dcff  1.9871e+02
2011-01-16     060dee 6.4897e+02
2011-01-16      779f82	 	6.6627e+01
2011-01-16   		6f7153  15545.149551673556
01/17/2011  	  1d5e08		  4.7553e+02
17.01.2011  	 	 03d251 	  1.5976e+04
2011-01-17    :    3645ab    5.2334e+02
01/17/2011    5b266d	   5.7170e+02
17.01.2011	      6d84cb   579.3392894919072
01/17/2011   :  65b8c3  480.52078992257026
17.01.2011    	308fd0   1.2107e+03
2011-01-17    908f6e    9.2695e+02
2011-01-17	     830402			1.2870e+04
17. 01. 2011	     1b7547  292.5012331249884
2011-01-18      602e8c	  	1.8882e+04
2011-01-18     83fad3	7.4175e+02
18.01.2011   	535ea9   1.8882e+03
18. 01. 2011   513600   370.29772556991844
2011-01-18	   4c2e91 	 1.4015e+04
2011-01-18   	  	 28505f  	 1.3608e+03
2011-01-18 		 	 0aa024   	7.2267e+02
18.01.2011    3fbf9b 1.2574e+04
2011-01-18 				22a6c1  1.2859e+03
01/18/2011		 531cfd 	  197.07898173934788
2011-01-18      6a461b 12624.642139404168
01/18/2011 	  442eb8  1.5981e+04
2011-01-18    	619f4d	   3.2830e+02
18. 01. 2011  :  5ef2fd 	1.5322e+04
19.01.2011	   	   90a669  9.4444e+02
2011-01-19   		 		1601d7	 8.8387e+02
19. 01. 2011     548d2d  1.7222e+04
2011-01-19	   	03fb09    1.7195e+04
01/19/2011  :   5ebd4a	 		1.0074e+04
19. 01. 2011   374347 1.6573e+04
2011-01-19  	 03a765 10957.274349946627
2011-01-20 	    8e8030 	  1.4948e+03
20.01.2011 	 		 14699f	  1.1992e+04
01/20/2011 	 8a6c0c	   1.9325e+04
20.01.2011   8e7981 	3.9004e+02
2011-01-20  006601 	  8.6505e+02
2011-01-20 		 		366181 1.5737e+04
01/20/2011   090d89  8.7487e+02
20.01.2011   2697dd 1.3285e+02
20.01.2011   362840	  1.7097e+04
20. 01. 2011   		 80175f 	16874.683775004152
01/21/2011    7c68dd	 8.0777e+02
21. 01. 2011  :	 1b11fb 	 	14120.316672748591
21.01.2011	:   1b3a2f   1.5103e+04
2011-01-21     	921afe   	736.9101312240462
2011-01-21	  6db2c7 1.2846e+04
2011-01-21     95c33d 5.4394e+02
01/21/2011   	05d4b3  1.1619e+03
2011-01-21	  89dcf6  9.3339e+02
21.01.2011        4a3509	1.8590e+04
2011-01-21      6ebdd3 		 3.5414e+01
2011-01-21     6084dc  1.6454e+04
21.01.2011 : 645753    1.5080e+04
01/21/2011    	 3976f4	 	 1159.8319265100763
01/21/2011	     4569f4 1.0669e+02
2011-01-21	   	2862a6 3.5715e+02
21.01.2011      		8b010a  1.4476e+04
2011-01-22      0b123b   	7.1769e+02
01/22/2011   0e2efb  1.2707e+03
22. 01. 2011   	  15f12b    1.0099e+04
01/22/2011 	  16da09 1.6673e+04
2011-01-22  	 74c176 1.3879e+04
22. 01. 2011 	  	 28aaf4   1.2334e+04
2011-01-22  	 		  6fb68b   9.5230e+02
2011-01-22  	: 05193a	  1.5137e+04
2011-01-22 :	  3f0821 7.2461e+02
2011-01-22	   0acfe7 1.7428e+04
01/22/2011	   66151d 	11413.35274178292
22.01.2011	 	   8938c8 	  4.3575e+02
23. 01. 2011    	 2428b4	 	1.6816e+04
23.01.2011    6eb484 790.6825223576365
23.01.2011   6a8f43   5.9918e+02
2011-01-23      78a32e 1.7849e+04
2011-01-23 	 6c4bac   1.2350e+03
23.01.2011   	83d4a8 5.5302e+02
01/24/2011 	 	 	901c47 1.8633e+04
24. 01. 2011  	 77bda3		  1.2648e+04
24.01.2011      6c2906	 10186.423150689334
01/24/2011	  	8050c2   1.2264e+04
2011-01-24    27966c    1.3619e+04
2011-01-24     0b9752   10155.616177818994
2011-01-24  770de2 3.2986e+02
2011-01-24		 :  	0a8197    10230.632045310562
2011-01-24   69f7de 	 1.2112e+04
2011-01-24     	  25270e	   1.5019e+04
2011-01-24    54f535 	  1.8297e+04
01/24/2011  : 	5ce2ac		1.0130e+04
01/25/2011      	55bda0 	 1.9512e+04
25.01.2011    70c1a1 1.4610e+04
2011-01-25     0c397e  	1.9934e+04
2011-01-25 	  	 8fd402 	892.606817015914
25. 01. 2011     96a61d    1559.6314174725576
2011-01-25 			 	817937  1.3913e+04
25.01.2011 	:	 98890a 1.1829e+03
2011-01-25     6bd711  8.1542e+02
2011-01-25     3ce502	1.0566e+04
25. 01. 2011     5dd4a4  	 1.4460e+04
25.01.2011  	  7be40f  1.0899e+04
25.01.2011   	  8f777c    3.8096e+00
26. 01. 2011    1a7381		 4.2822e+02
26. 01. 2011  	  29e42f  		2.5418e+02
01/26/2011  	  37fc81  1.0744e+04
2011-01-26     7eb1e9	1.0792e+03
26.01.2011   	   1978a0  	 2.6699e+02
2011-01-26 		    8e43c3  7.5222e+02
26.01.2011    77399a 1.4905e+02
01/26/2011	  01e339    476.4826167622934
2011-01-26    852996    1.6417e+04
26. 01. 2011	       485eb8 	 1.7036e+04
26. 01. 2011     2c37b0  1.2183e+04
2011-01-26  		  2c7509		  8.721439391624017
01/26/2011   	1a3e87	  1.5316e+04
2011-01-27   	 777f72 1.1965e+03
2011-01-27      614343  1.8029e+04
2011-01-27	 :  5d10f5 10399.232640458384
27. 01. 2011  		 618b6f 	 1.3821e+04
01/27/2011   	  8585ef   1.1448e+04
2011-01-27	  	   15ec58 	 17640.028345181752
01/27/2011 			  2818fc		 1.2943e+04
2011-01-27 	 	 530315	   1.7857e+04
27.01.2011 		 	7537fa   	3.0067e+02
2011-01-27	 	 4b251a 	1.7474e+02
01/27/2011 	  	49e5be 1.8454e+04
2011-01-27	    06d33a  3.1722e+02
01/27/2011  	  	90c43e 16871.153689118135
2011-01-27  	 	6c37de		1.0632e+03
2011-01-28	    5299a9 		 1.5438e+04
2011-01-28   2bae14   1.3138e+02
2011-01-28      5be6b4  	1.3352e+03
2011-01-28   			18e500    6.2054e+02
01/28/2011			 	 153eb5   	1.5556e+04
01/28/2011	   490a7e 1.6092e+03
2011-01-28   489e7b  	1076.7434474169686
28. 01. 2011	     9043d6 	1.2697e+04
2011-01-29     9128eb  6.6989e+02
2011-01-29   0db717  17457.10062561238
29.01.2011       30c537 	 1196.3301276099753
01/29/2011     80fc22 	1.1141e+03
2011-01-29	  	6ced04    1.8531e+04
2011-01-29 	 	24e39a 1.3058e+04
29. 01. 2011	   	 89401f	  	2.0240e+02
29.01.2011  	 45931b 1.7711e+04
01/29/2011 	    883115 	  4.6788e+01
01/30/2011    :   923e69  	19385.246381395868
2011-01-30 	  	1c6620 	  1.4423e+03
2011-01-30    678b37	  9.6655e+02
01/30/2011 	  79b751	 1.0539e+04
01/30/2011 	059aef	 	5.4210e+02
30. 01. 2011   	: 917a08 	1.6729e+04
2011-01-30    963847   8.0939e+02
2011-01-31 	 223b6a  1.0504e+03
31. 01. 2011       81d8b8 1.6437e+04
31.01.2011       492fd5 			1.2440e+04
2011-01-31     	4854cb   1.3019e+03
01/31/2011  97dee8	 1131.4312312931384
2011-01-31      3516bc		1091.539395365187
31.01.2011  		4dd545	 1.5266e+03
2011-01-31 	 	 621c20  1.2264e+03
2011-01-31    	03749a 2.7873e+02
01/31/2011    5bb27e 	 	15425.51370791098
31. 01. 2011  22d802   1.8560e+02
01/31/2011   	  0e347d 	 5.4467e+02
31.01.2011   004f9c	   4.8811e+02
2011-01-31   	 9871b3 	 6.5756e+02
2011-02-01 	:    3c5182  	 324.6800561407708
02/01/2011   16891f 5.7337e+01
01. 02. 2011   	  558b69 79.3272453632402
2011-02-01    		96d026    1.5586e+04
01.02.2011     5824f7 	1.4634e+04
01. 02. 2011 	 6ec0f4 1.7490e+04
02/01/2011 	 685ee4    10494.52773681741
02/01/2011      6eb8a7	5.0337e+01
02/01/2011   		 7e5cd0   1.0167e+03
2011-02-01     8612f2  1.0552e+03
2011-02-01 	  007518  	 1.4891e+04
2011-02-02	  : 075b10    9.7543e+01
02. 02. 2011      4368de   11519.883934421467
02/02/2011  :  61efdb  	1.8260e+04
02/02/2011	     0f7226 1029.926724685164
2011-02-02	    22e569   5.5189e+02
2011-02-02     30e9fd 7.5844e+02
2011-02-02  	  07ab3d 1520.920166890109
2011-02-02    	 590a54	   1.4529e+04
2011-02-02	 79334a 1.8579e+04
2011-02-02  :			 78d27a 1.7123e+04
2011-02-02 		  86a99c  1.8079e+01
02. 02. 2011	 		69516f   1.6559e+04
2011-02-03      4c8f93  1.3374e+02
02/03/2011     	288384 16213.962386557572
2011-02-03       2e9578	  1.2797e+04
2011-02-03 	   5af3a1	   6.9673e+02
03.02.2011     909099		  1.0418e+04
03.02.2011 	  0414f8	1.0909e+04
2011-02-03	 92f11d   1.2611e+03
03.02.2011   	 	777dd3   4.6170e+02
2011-02-03    :  8c9a7f 1.7193e+03
2011-02-03	  	 048649	1.1335e+04
03.02.2011 	  5f8fab  	 1.0591e+03
2011-02-03     1b234f    1.5854e+04
03. 02. 2011 	 	 	 53af8d	 1.8896e+04
2011-02-04 	 		 78c9f6    496.69145871345285
02/04/2011	 	 		 1bd4fd 1.7709e+04
2011-02-04  	  05f8ac	2.4232e+02
2011-02-04   		4b8d9f		 1618.0826966344266
2011-02-04   	  2c632d    1.2380e+04
04.02.2011	 	43b357   	1.2484e+04
02/04/2011    82d048		 	2.7422e+02
02/04/2011	    19be70  5.4159e+02
2011-02-04  		   832fe4 	 1.7305e+04
04.02.2011 		82f138	 1.3660e+04
02/05/2011	    3fdf57 		 8.3853e+02
2011-02-05    	8ff2db	   1.6264e+03
05. 02. 2011   		0b3d85	   1.5914e+04
2011-02-06    		355111	   6.9339e+02
2011-02-06  		5ac3a7  3.4200e+02
2011-02-06	    79942d    12880.699679453028
2011-02-06  	: 	  120bd9   13633.453054681804
02/06/2011  	 2c6807   12870.248426668311
02/06/2011  039a11 	  1.0356e+04
2011-02-06    123a6b 		9.1267e+02
2011-02-06       1b9931  5.4206e+02
2011-02-06   	82b369	  	1.0486e+03
02/06/2011   0e5c84  	 17411.216090903505
2011-02-06 			 	  530140   1.8126e+04
2011-02-06    : 515e88 1.4935e+04
2011-02-07   4f49e5  	 1.5052e+04
07. 02. 2011	 		  7f5359    8.9024e+02
07. 02. 2011     54c08f  1.4473e+03
07. 02. 2011   51f793  1.8011e+04
2011-02-07  	  21304e   5.9856e+02
2011-02-07    4af8d3 1.6592e+04
07. 02. 2011 	   	1c9d9d 18593.462380679874
2011-02-07    	1a7214  1.0871e+04
07. 02. 2011	 	 54fda8 1.9806e+04
2011-02-07 	 	861914  1.0363e+04
02/08/2011 	  641abe 	 	1.4494e+04
2011-02-08		  7f9f17 1.3734e+04
02/08/2011	   0e23cb 	  1.6728e+04
2011-02-08 	   2ec0b1   1.0280e+04
2011-02-08    63fd50  143.41588120979966
2011-02-08 	   962f88  4.0554e+02
02/08/2011 	 : 6d7717 1.1906e+04
2011-02-08      55a7f8  1.5712e+03
08.02.2011    : 		2adfb7   1.4651e+04
2011-02-08	  	  44a218	  1.9204e+04
08.02.2011  : 77092e	  1.1611e+03
2011-02-08    	46bfb6 1.6414e+03
2011-02-08  	  014567   12800.083445982431
02/08/2011    00afc3  18475.422069238426
09. 02. 2011	   	03016d 1.0216e+02
02/09/2011	  :  3e00e2 8.9478e+02
2011-02-09 	 	   6a02ff  13799.546955248605
